row,column,X,Y,Z,TotalSub,TotalResist,SoilThrust,TrafFlag,TractionForce,maxAcc,Horizontal_Distance,Elevation_Difference,Slope,StepElevationDifference,Roughness
335,35,35,6,2994.844070420405,0,0,0,1,0,1.3,0,0,0,0,0
336,36,36,6,2994.9209638099046,0,0,0,1,0,1.3,0,0,0,0,0
337,37,37,6,2995.115228286809,0,0,0,1,0,1.3,0,0,0,0,0
338,38,38,6,2994.917831838384,0,0,0,1,0,1.3,0,0,0,0,0
339,39,39,6,2995.20215696345,0,0,0,1,0,1.3,0,0,0,0,0
340,40,40,6,2995.24722029526,0,0,0,0,0,1.3,0,0,0,0,0
341,41,41,6,2995.1807437112548,0,0,0,0,0,1.3,0,0,0,0,0
342,42,42,6,2994.930894401611,0,0,0,1,0,1.3,0,0,0,0,0
343,43,43,6,2994.963542441099,0,0,0,0,0,1.3,0,0,0,0,0
344,44,44,6,2994.9441971499355,0,0,0,1,0,1.3,0,0,0,0,0
345,45,45,6,2994.9626858967927,0,0,0,1,0,1.3,0,0,0,0,0
346,46,46,6,2995.1197477661053,0,0,0,1,0,1.3,0,0,0,0,0
347,47,47,6,2995.2904561807245,0,0,0,1,0,1.3,0,0,0,0,0
348,48,48,6,2995.1519650753844,0,0,0,1,0,1.3,0,0,0,0,0
349,49,49,6,2994.8291266773917,0,0,0,1,0,1.3,0,0,0,0,0
350,0,0,7,2994.704598088791,0,0,0,0,0,0.0,0,0,0,0,0
351,1,1,7,2994.6509292958985,0,0,0,0,0,0.0,0,0,0,0,0
352,2,2,7,2994.7694285892353,0,0,0,0,0,0.0,0,0,0,0,0
353,3,3,7,2994.8403450410456,0,0,0,0,0,0.0,0,0,0,0,0
354,4,4,7,2995.0331506710645,0,0,0,0,0,0.8,0,0,0,0,0
355,5,5,7,2995.080310414151,0,0,0,0,0,0.8,0,0,0,0,0
356,6,6,7,2994.965323339292,0,0,0,0,0,0.8,0,0,0,0,0
357,7,7,7,2994.7417588629955,0,0,0,0,0,0.8,0,0,0,0,0
358,8,8,7,2994.6780061711593,0,0,0,0,0,0.8,0,0,0,0,0
359,9,9,7,2994.5584200260987,0,0,0,0,0,0.8,0,0,0,0,0
360,10,10,7,2994.41210541919,0,0,0,1,0,0.8,0,0,0,0,0
361,11,11,7,2994.3271486021795,0,0,0,1,0,0.8,0,0,0,0,0
362,12,12,7,2994.2382894759494,0,0,0,1,0,0.8,0,0,0,0,0
363,13,13,7,2994.4346443941918,0,0,0,0,0,0.8,0,0,0,0,0
364,14,14,7,2994.4825191338546,0,0,0,1,0,0.8,0,0,0,0,0
365,15,15,7,2994.84964406356,0,0,0,1,0,0.8,0,0,0,0,0
366,16,16,7,2994.8478785871407,0,0,0,1,0,0.8,0,0,0,0,0
367,17,17,7,2994.9825296562144,0,0,0,1,0,1.056881,0,0,0,0,0
368,18,18,7,2994.874762759417,0,0,0,1,0,1.766527,0,0,0,0,0
369,19,19,7,2994.7515931948865,0,0,0,1,0,1.702107,0,0,0,0,0
370,20,20,7,2994.6980184915315,0,0,0,0,0,0.0,0,0,0,0,0
371,21,21,7,2994.6333294552787,0,0,0,1,0,1.331352,0,0,0,0,0
372,22,22,7,2994.871069961047,0,0,0,1,0,1.675663,0,0,0,0,0
373,23,23,7,2995.0847632380273,0,0,0,1,0,1.395937,0,0,0,0,0
374,24,24,7,2995.2955914060376,0,0,0,1,0,1.756254,0,0,0,0,0
375,25,25,7,2995.1773464547855,0,0,0,1,0,1.454184,0,0,0,0,0
376,26,26,7,2995.426059839911,0,0,0,1,0,1.41228,0,0,0,0,0
377,27,27,7,2995.2048079107926,0,0,0,1,0,1.93473,0,0,0,0,0
378,28,28,7,2995.1068670837144,0,0,0,1,0,1.250879,0,0,0,0,0
379,29,29,7,2994.910565672755,0,0,0,1,0,1.120447,0,0,0,0,0
380,30,30,7,2994.7147464937307,0,0,0,1,0,1.584543,0,0,0,0,0
381,31,31,7,2994.636127492396,0,0,0,1,0,1.969322,0,0,0,0,0
382,32,32,7,2994.701156408065,0,0,0,1,0,1.377839,0,0,0,0,0
383,33,33,7,2994.7973945508397,0,0,0,1,0,1.062037,0,0,0,0,0
384,34,34,7,2994.821351448928,0,0,0,1,0,1.339305,0,0,0,0,0
385,35,35,7,2995.1287915688654,0,0,0,1,0,1.3,0,0,0,0,0
386,36,36,7,2995.029918335934,0,0,0,1,0,1.3,0,0,0,0,0
387,37,37,7,2994.9677028748965,0,0,0,1,0,1.3,0,0,0,0,0
388,38,38,7,2994.739216792693,0,0,0,1,0,1.3,0,0,0,0,0
389,39,39,7,2994.8574146482756,0,0,0,1,0,1.3,0,0,0,0,0
390,40,40,7,2994.5885536766273,0,0,0,0,0,1.3,0,0,0,0,0
391,41,41,7,2994.705962771472,0,0,0,0,0,1.3,0,0,0,0,0
392,42,42,7,2994.8689863480004,0,0,0,1,0,1.3,0,0,0,0,0
393,43,43,7,2994.918958978221,0,0,0,1,0,1.3,0,0,0,0,0
394,44,44,7,2994.9551422994336,0,0,0,1,0,1.3,0,0,0,0,0
395,45,45,7,2995.234451134317,0,0,0,1,0,1.3,0,0,0,0,0
396,46,46,7,2995.3154463504115,0,0,0,0,0,1.3,0,0,0,0,0
397,47,47,7,2995.1909710778864,0,0,0,1,0,1.3,0,0,0,0,0
398,48,48,7,2995.1174357330106,0,0,0,1,0,1.3,0,0,0,0,0
399,49,49,7,2995.2751610013897,0,0,0,1,0,1.3,0,0,0,0,0
400,0,0,8,2995.166462127953,0,0,0,1,0,1.442033,0,0,0,0,0
401,1,1,8,2994.972497926142,0,0,0,1,0,1.648233,0,0,0,0,0
402,2,2,8,2994.88396406379,0,0,0,1,0,1.061446,0,0,0,0,0
403,3,3,8,2995.102139040088,0,0,0,1,0,1.813723,0,0,0,0,0
404,4,4,8,2994.765826566185,0,0,0,1,0,0.8,0,0,0,0,0
405,5,5,8,2994.9318552803206,0,0,0,1,0,0.8,0,0,0,0,0
406,6,6,8,2994.8955369081623,0,0,0,1,0,0.8,0,0,0,0,0
407,7,7,8,2995.1063164172656,0,0,0,1,0,0.8,0,0,0,0,0
408,8,8,8,2994.9429733084,0,0,0,1,0,0.8,0,0,0,0,0
409,9,9,8,2995.12220155688,0,0,0,1,0,0.8,0,0,0,0,0
410,10,10,8,2995.0776249130545,0,0,0,1,0,0.8,0,0,0,0,0
411,11,11,8,2995.190648717004,0,0,0,1,0,0.8,0,0,0,0,0
412,12,12,8,2995.087218808315,0,0,0,1,0,0.8,0,0,0,0,0
413,13,13,8,2994.9490285465695,0,0,0,1,0,0.8,0,0,0,0,0
414,14,14,8,2994.7530810628014,0,0,0,1,0,0.8,0,0,0,0,0
415,15,15,8,2994.4987407810163,0,0,0,1,0,0.8,0,0,0,0,0
416,16,16,8,2994.605809542348,0,0,0,1,0,0.8,0,0,0,0,0
417,17,17,8,2994.4393179982226,0,0,0,1,0,1.208831,0,0,0,0,0
418,18,18,8,2994.465102916781,0,0,0,1,0,1.058565,0,0,0,0,0
419,19,19,8,2994.628548170448,0,0,0,1,0,1.552366,0,0,0,0,0
420,20,20,8,2994.7897630366906,0,0,0,1,0,1.59523,0,0,0,0,0
421,21,21,8,2994.8023585964224,0,0,0,1,0,1.871913,0,0,0,0,0
422,22,22,8,2994.825232908718,0,0,0,1,0,1.576982,0,0,0,0,0
423,23,23,8,2994.8115633841453,0,0,0,1,0,1.345481,0,0,0,0,0
424,24,24,8,2995.023337954509,0,0,0,1,0,1.803012,0,0,0,0,0
425,25,25,8,2994.8684696920905,0,0,0,0,0,0.0,0,0,0,0,0
426,26,26,8,2994.924979494235,0,0,0,1,0,1.540279,0,0,0,0,0
427,27,27,8,2995.19899580478,0,0,0,1,0,1.07928,0,0,0,0,0
428,28,28,8,2995.476169582537,0,0,0,1,0,1.565851,0,0,0,0,0
429,29,29,8,2995.1675442116198,0,0,0,1,0,1.908019,0,0,0,0,0
430,30,30,8,2995.3919982422963,0,0,0,1,0,1.396313,0,0,0,0,0
431,31,31,8,2995.3583598669493,0,0,0,1,0,1.296326,0,0,0,0,0
432,32,32,8,2995.2516524828065,0,0,0,1,0,1.143469,0,0,0,0,0
433,33,33,8,2995.0775242601694,0,0,0,1,0,1.151446,0,0,0,0,0
434,34,34,8,2995.114994259215,0,0,0,1,0,1.432771,0,0,0,0,0
435,35,35,8,2994.8350293603453,0,0,0,1,0,1.3,0,0,0,0,0
436,36,36,8,2994.7312319634093,0,0,0,1,0,1.3,0,0,0,0,0
437,37,37,8,2994.726647117571,0,0,0,1,0,1.3,0,0,0,0,0
438,38,38,8,2994.7355018997096,0,0,0,1,0,1.3,0,0,0,0,0
439,39,39,8,2994.820642085075,0,0,0,1,0,1.3,0,0,0,0,0
440,40,40,8,2994.917292183191,0,0,0,0,0,1.3,0,0,0,0,0
441,41,41,8,2994.9697917793587,0,0,0,0,0,1.3,0,0,0,0,0
442,42,42,8,2995.096191112273,0,0,0,1,0,1.3,0,0,0,0,0
443,43,43,8,2995.0180236208857,0,0,0,1,0,1.3,0,0,0,0,0
444,44,44,8,2994.980443517775,0,0,0,1,0,1.3,0,0,0,0,0
445,45,45,8,2994.8913851764073,0,0,0,1,0,1.3,0,0,0,0,0
446,46,46,8,2994.884960261642,0,0,0,1,0,1.3,0,0,0,0,0
447,47,47,8,2994.8160047823194,0,0,0,1,0,1.3,0,0,0,0,0
448,48,48,8,2995.1232017705393,0,0,0,1,0,1.3,0,0,0,0,0
449,49,49,8,2995.082187017082,0,0,0,1,0,1.3,0,0,0,0,0
450,0,0,9,2995.405924057848,0,0,0,1,0,1.124346,0,0,0,0,0
451,1,1,9,2995.181251618413,0,0,0,1,0,1.875134,0,0,0,0,0
452,2,2,9,2995.1309089599636,0,0,0,1,0,1.97094,0,0,0,0,0
453,3,3,9,2994.780996954662,0,0,0,1,0,1.177154,0,0,0,0,0
454,4,4,9,2995.0269578592624,0,0,0,1,0,0.8,0,0,0,0,0
455,5,5,9,2994.8587969997443,0,0,0,1,0,0.8,0,0,0,0,0
456,6,6,9,2995.101231271321,0,0,0,1,0,0.8,0,0,0,0,0
457,7,7,9,2995.192655296339,0,0,0,1,0,0.8,0,0,0,0,0
458,8,8,9,2995.229926457596,0,0,0,1,0,0.8,0,0,0,0,0
459,9,9,9,2994.8878534072664,0,0,0,1,0,0.8,0,0,0,0,0
460,10,10,9,2995.027482242803,0,0,0,1,0,0.8,0,0,0,0,0
461,11,11,9,2994.8857161934816,0,0,0,1,0,0.8,0,0,0,0,0
462,12,12,9,2994.6046781862883,0,0,0,1,0,0.8,0,0,0,0,0
463,13,13,9,2994.7319384321295,0,0,0,1,0,0.8,0,0,0,0,0
464,14,14,9,2994.9558242376324,0,0,0,1,0,0.8,0,0,0,0,0
465,15,15,9,2994.6166600206366,0,0,0,1,0,0.8,0,0,0,0,0
466,16,16,9,2994.600644992956,0,0,0,1,0,0.8,0,0,0,0,0
467,17,17,9,2994.5621733794956,0,0,0,1,0,1.814387,0,0,0,0,0
468,18,18,9,2994.5429230403392,0,0,0,1,0,1.280335,0,0,0,0,0
469,19,19,9,2994.661640621687,0,0,0,1,0,1.13218,0,0,0,0,0
470,20,20,9,2995.042313344916,0,0,0,1,0,1.439856,0,0,0,0,0
471,21,21,9,2995.1871741030145,0,0,0,1,0,1.643957,0,0,0,0,0
472,22,22,9,2995.238709230817,0,0,0,1,0,1.380952,0,0,0,0,0
473,23,23,9,2995.432914831139,0,0,0,1,0,1.054565,0,0,0,0,0
474,24,24,9,2995.2813739487924,0,0,0,1,0,1.599461,0,0,0,0,0
475,25,25,9,2994.949812709036,0,0,0,1,0,1.902403,0,0,0,0,0
476,26,26,9,2995.0636843554153,0,0,0,1,0,1.383215,0,0,0,0,0
477,27,27,9,2995.3020168981907,0,0,0,1,0,1.216333,0,0,0,0,0
478,28,28,9,2995.2323592512803,0,0,0,1,0,1.442577,0,0,0,0,0
479,29,29,9,2995.309532403518,0,0,0,1,0,1.048363,0,0,0,0,0
480,30,30,9,2995.3281686071155,0,0,0,1,0,1.820488,0,0,0,0,0
481,31,31,9,2995.0438806160173,0,0,0,1,0,1.826341,0,0,0,0,0
482,32,32,9,2995.0162101950996,0,0,0,1,0,1.588,0,0,0,0,0
483,33,33,9,2994.8114171860543,0,0,0,1,0,1.353103,0,0,0,0,0
484,34,34,9,2994.703213583258,0,0,0,1,0,1.799783,0,0,0,0,0
485,35,35,9,2994.935878385057,0,0,0,0,0,1.3,0,0,0,0,0
486,36,36,9,2995.165056715613,0,0,0,1,0,1.3,0,0,0,0,0
487,37,37,9,2995.071044225252,0,0,0,1,0,1.3,0,0,0,0,0
488,38,38,9,2995.3000311005185,0,0,0,1,0,1.3,0,0,0,0,0
489,39,39,9,2995.4600111402765,0,0,0,1,0,1.3,0,0,0,0,0
490,40,40,9,2995.4091207105525,0,0,0,0,0,1.3,0,0,0,0,0
491,41,41,9,2995.186910044237,0,0,0,0,0,1.3,0,0,0,0,0
492,42,42,9,2995.1152100473805,0,0,0,1,0,1.3,0,0,0,0,0
493,43,43,9,2994.924270534234,0,0,0,1,0,0.5,0,0,0,0,0
494,44,44,9,2994.6355434588486,0,0,0,1,0,1.3,0,0,0,0,0
495,45,45,9,2994.4828970064823,0,0,0,1,0,1.3,0,0,0,0,0
496,46,46,9,2994.4753343552843,0,0,0,1,0,1.3,0,0,0,0,0
497,47,47,9,2994.5478611430535,0,0,0,1,0,1.3,0,0,0,0,0
498,48,48,9,2994.785299700039,0,0,0,1,0,1.3,0,0,0,0,0
499,49,49,9,2994.780370183647,0,0,0,1,0,1.3,0,0,0,0,0
500,0,0,10,2994.959213505078,0,0,0,1,0,1.184838,0,0,0,0,0
501,1,1,10,2995.150319017118,0,0,0,1,0,1.059587,0,0,0,0,0
502,2,2,10,2995.00648919666,0,0,0,1,0,1.604359,0,0,0,0,0
503,3,3,10,2995.0121431394737,0,0,0,1,0,0.8,0,0,0,0,0
504,4,4,10,2995.1977398936347,0,0,0,1,0,0.8,0,0,0,0,0
505,5,5,10,2995.0551229325097,0,0,0,1,0,0.8,0,0,0,0,0
506,6,6,10,2995.0828251641424,0,0,0,1,0,0.8,0,0,0,0,0
507,7,7,10,2995.1474696680384,0,0,0,1,0,0.8,0,0,0,0,0
508,8,8,10,2995.055844640894,0,0,0,1,0,0.8,0,0,0,0,0
509,9,9,10,2994.8443402430607,0,0,0,1,0,0.8,0,0,0,0,0
510,10,10,10,2995.0346132496497,0,0,0,0,0,0.5,0,0,0,0,0
511,11,11,10,2994.9112661550603,0,0,0,0,0,0.5,0,0,0,0,0
512,12,12,10,2995.062997137443,0,0,0,0,0,0.5,0,0,0,0,0
513,13,13,10,2994.8740883305472,0,0,0,0,0,0.5,0,0,0,0,0
514,14,14,10,2995.1290333325815,0,0,0,0,0,0.5,0,0,0,0,0
515,15,15,10,2995.1021662278954,0,0,0,0,0,0.5,0,0,0,0,0
516,16,16,10,2995.11218316384,0,0,0,0,0,0.5,0,0,0,0,0
517,17,17,10,2995.1045967677214,0,0,0,0,0,0.5,0,0,0,0,0
518,18,18,10,2995.1986320093283,0,0,0,0,0,0.5,0,0,0,0,0
519,19,19,10,2995.285439071968,0,0,0,0,0,0.5,0,0,0,0,0
520,20,20,10,2995.175690633816,0,0,0,1,0,0.5,0,0,0,0,0
521,21,21,10,2995.323128842674,0,0,0,1,0,1.1,0,0,0,0,0
522,22,22,10,2995.3965788963574,0,0,0,1,0,1.1,0,0,0,0,0
523,23,23,10,2995.378250455368,0,0,0,0,0,1.1,0,0,0,0,0
524,24,24,10,2995.1126477044077,0,0,0,1,0,1.1,0,0,0,0,0
525,25,25,10,2995.0759328852264,0,0,0,1,0,1.1,0,0,0,0,0
526,26,26,10,2995.0696963519244,0,0,0,1,0,1.1,0,0,0,0,0
527,27,27,10,2994.8402085429443,0,0,0,1,0,1.1,0,0,0,0,0
528,28,28,10,2994.8857811527478,0,0,0,1,0,1.1,0,0,0,0,0
529,29,29,10,2995.1161860551892,0,0,0,1,0,1.1,0,0,0,0,0
530,30,30,10,2995.0951441922166,0,0,0,1,0,1.1,0,0,0,0,0
531,31,31,10,2995.0215410967076,0,0,0,1,0,1.4,0,0,0,0,0
532,32,32,10,2995.028740711999,0,0,0,1,0,1.062041,0,0,0,0,0
533,33,33,10,2994.8626779518036,0,0,0,1,0,1.071156,0,0,0,0,0
534,34,34,10,2994.8579929426564,0,0,0,1,0,1.573866,0,0,0,0,0
535,35,35,10,2994.7561894019686,0,0,0,1,0,1.3,0,0,0,0,0
536,36,36,10,2994.6078581051997,0,0,0,1,0,1.3,0,0,0,0,0
537,37,37,10,2994.8516492443787,0,0,0,1,0,1.3,0,0,0,0,0
538,38,38,10,2994.946525181063,0,0,0,1,0,1.3,0,0,0,0,0
539,39,39,10,2995.0179896308314,0,0,0,1,0,1.3,0,0,0,0,0
540,40,40,10,2995.3702959153775,0,0,0,0,0,1.3,0,0,0,0,0
541,41,41,10,2995.3690537655266,0,0,0,0,0,0.5,0,0,0,0,0
542,42,42,10,2995.0434012856285,0,0,0,1,0,0.5,0,0,0,0,0
543,43,43,10,2995.1868388844787,0,0,0,1,0,0.5,0,0,0,0,0
544,44,44,10,2994.9780153457323,0,0,0,1,0,0.5,0,0,0,0,0
545,45,45,10,2994.6264227494066,0,0,0,1,0,0.5,0,0,0,0,0
546,46,46,10,2994.802121468817,0,0,0,1,0,1.3,0,0,0,0,0
547,47,47,10,2994.798200143561,0,0,0,1,0,1.3,0,0,0,0,0
548,48,48,10,2994.8642535060762,0,0,0,1,0,1.3,0,0,0,0,0
549,49,49,10,2994.7393199166618,0,0,0,1,0,1.3,0,0,0,0,0
550,0,0,11,2994.749943530577,0,0,0,1,0,1.296612,0,0,0,0,0
551,1,1,11,2994.537203322173,0,0,0,1,0,1.077188,0,0,0,0,0
552,2,2,11,2994.908839901925,0,0,0,1,0,1.169887,0,0,0,0,0
553,3,3,11,2994.83802896983,0,0,0,1,0,1.126944,0,0,0,0,0
554,4,4,11,2995.1031165723703,0,0,0,1,0,0.8,0,0,0,0,0
555,5,5,11,2995.2112458151646,0,0,0,1,0,0.8,0,0,0,0,0
556,6,6,11,2995.275501986979,0,0,0,1,0,0.8,0,0,0,0,0
557,7,7,11,2994.985189046295,0,0,0,1,0,0.8,0,0,0,0,0
558,8,8,11,2994.9001805135185,0,0,0,1,0,0.8,0,0,0,0,0
559,9,9,11,2994.800363392747,0,0,0,1,0,0.8,0,0,0,0,0
560,10,10,11,2994.894019335915,0,0,0,0,0,0.5,0,0,0,0,0
561,11,11,11,2994.8623416465125,0,0,0,0,0,0.5,0,0,0,0,0
562,12,12,11,2995.14800967616,0,0,0,0,0,0.5,0,0,0,0,0
563,13,13,11,2995.0236538641184,0,0,0,0,0,0.5,0,0,0,0,0
564,14,14,11,2995.189183640611,0,0,0,0,0,0.5,0,0,0,0,0
565,15,15,11,2994.942416152153,0,0,0,0,0,0.5,0,0,0,0,0
566,16,16,11,2995.0320190272805,0,0,0,0,0,0.5,0,0,0,0,0
567,17,17,11,2994.7859045301657,0,0,0,0,0,0.5,0,0,0,0,0
568,18,18,11,2994.897650496455,0,0,0,0,0,0.5,0,0,0,0,0
569,19,19,11,2994.7396550581407,0,0,0,0,0,0.5,0,0,0,0,0
570,20,20,11,2994.9079482723428,0,0,0,1,0,0.5,0,0,0,0,0
571,21,21,11,2994.8814367357368,0,0,0,1,0,1.1,0,0,0,0,0
572,22,22,11,2995.0411789666555,0,0,0,1,0,1.1,0,0,0,0,0
573,23,23,11,2995.1358801111182,0,0,0,1,0,1.1,0,0,0,0,0
574,24,24,11,2995.24092279234,0,0,0,1,0,1.1,0,0,0,0,0
575,25,25,11,2995.166670721631,0,0,0,1,0,1.1,0,0,0,0,0
576,26,26,11,2995.2445433854114,0,0,0,1,0,1.1,0,0,0,0,0
577,27,27,11,2995.1855319334036,0,0,0,1,0,1.1,0,0,0,0,0
578,28,28,11,2995.059076547718,0,0,0,1,0,1.1,0,0,0,0,0
579,29,29,11,2994.920191051665,0,0,0,1,0,1.1,0,0,0,0,0
580,30,30,11,2994.945720316491,0,0,0,1,0,1.1,0,0,0,0,0
581,31,31,11,2994.758646671636,0,0,0,1,0,1.024005,0,0,0,0,0
582,32,32,11,2994.6100892417444,0,0,0,1,0,1.335372,0,0,0,0,0
583,33,33,11,2994.5043995759556,0,0,0,1,0,1.4,0,0,0,0,0
584,34,34,11,2994.5832043892706,0,0,0,1,0,1.098424,0,0,0,0,0
585,35,35,11,2994.7219824891918,0,0,0,1,0,1.3,0,0,0,0,0
586,36,36,11,2995.045487278777,0,0,0,1,0,1.3,0,0,0,0,0
587,37,37,11,2995.2518381599707,0,0,0,1,0,1.3,0,0,0,0,0
588,38,38,11,2995.230451036913,0,0,0,1,0,1.3,0,0,0,0,0
589,39,39,11,2995.310921276409,0,0,0,1,0,1.3,0,0,0,0,0
590,40,40,11,2995.391700384343,0,0,0,0,0,0.5,0,0,0,0,0
591,41,41,11,2995.1887859640206,0,0,0,0,0,0.5,0,0,0,0,0
592,42,42,11,2995.131259818773,0,0,0,1,0,0.5,0,0,0,0,0
593,43,43,11,2995.5008728162593,0,0,0,1,0,0.5,0,0,0,0,0
594,44,44,11,2995.360096492227,0,0,0,1,0,0.5,0,0,0,0,0
595,45,45,11,2995.377155158399,0,0,0,1,0,0.5,0,0,0,0,0
596,46,46,11,2995.233042533214,0,0,0,1,0,0.5,0,0,0,0,0
597,47,47,11,2995.0751180604866,0,0,0,1,0,1.3,0,0,0,0,0
598,48,48,11,2994.860988704874,0,0,0,1,0,1.3,0,0,0,0,0
599,49,49,11,2994.8819696826695,0,0,0,1,0,1.3,0,0,0,0,0
600,0,0,12,2994.846332092064,0,0,0,1,0,1.072735,0,0,0,0,0
601,1,1,12,2995.208421434997,0,0,0,1,0,1.280601,0,0,0,0,0
602,2,2,12,2995.2875412861035,0,0,0,1,0,1.349938,0,0,0,0,0
603,3,3,12,2995.130205563183,0,0,0,1,0,1.782426,0,0,0,0,0
604,4,4,12,2995.216771441166,0,0,0,1,0,0.8,0,0,0,0,0
605,5,5,12,2995.1320325880542,0,0,0,1,0,0.8,0,0,0,0,0
606,6,6,12,2994.816144885544,0,0,0,1,0,0.8,0,0,0,0,0
607,7,7,12,2994.858535669603,0,0,0,1,0,0.8,0,0,0,0,0
608,8,8,12,2995.1364935133606,0,0,0,1,0,0.8,0,0,0,0,0
609,9,9,12,2995.1241896268702,0,0,0,1,0,0.8,0,0,0,0,0
610,10,10,12,2995.0822847040363,0,0,0,0,0,0.5,0,0,0,0,0
611,11,11,12,2995.1249533725404,0,0,0,0,0,0.5,0,0,0,0,0
612,12,12,12,2995.3165190227073,0,0,0,1,0,0.5,0,0,0,0,0
613,13,13,12,2995.284939968876,0,0,0,1,0,0.5,0,0,0,0,0
614,14,14,12,2995.1400702617875,0,0,0,1,0,0.5,0,0,0,0,0
615,15,15,12,2995.05240818667,0,0,0,1,0,0.5,0,0,0,0,0
616,16,16,12,2995.22276356782,0,0,0,1,0,0.5,0,0,0,0,0
617,17,17,12,2994.930139913242,0,0,0,1,0,0.5,0,0,0,0,0
618,18,18,12,2994.733478864449,0,0,0,0,0,0.5,0,0,0,0,0
619,19,19,12,2994.782117412295,0,0,0,0,0,0.5,0,0,0,0,0
620,20,20,12,2994.7859270796707,0,0,0,1,0,0.5,0,0,0,0,0
621,21,21,12,2994.7450479444387,0,0,0,1,0,1.1,0,0,0,0,0
622,22,22,12,2994.695350036151,0,0,0,1,0,1.1,0,0,0,0,0
623,23,23,12,2994.8886424823886,0,0,0,1,0,1.1,0,0,0,0,0
624,24,24,12,2994.790027538003,0,0,0,1,0,1.1,0,0,0,0,0
625,25,25,12,2994.6741297547187,0,0,0,1,0,1.1,0,0,0,0,0
626,26,26,12,2994.473342119819,0,0,0,1,0,1.1,0,0,0,0,0
627,27,27,12,2994.799612801003,0,0,0,1,0,1.1,0,0,0,0,0
628,28,28,12,2994.884578214823,0,0,0,1,0,1.1,0,0,0,0,0
629,29,29,12,2994.864703216438,0,0,0,1,0,1.1,0,0,0,0,0
630,30,30,12,2995.1759548044824,0,0,0,1,0,1.1,0,0,0,0,0
631,31,31,12,2995.3686090186825,0,0,0,1,0,1.519612,0,0,0,0,0
632,32,32,12,2995.3835247521283,0,0,0,1,0,1.996526,0,0,0,0,0
633,33,33,12,2995.1860251602957,0,0,0,1,0,1.135217,0,0,0,0,0
634,34,34,12,2995.3651657924884,0,0,0,1,0,1.675456,0,0,0,0,0
635,35,35,12,2995.07923131964,0,0,0,1,0,1.3,0,0,0,0,0
636,36,36,12,2994.994301621097,0,0,0,1,0,1.3,0,0,0,0,0
637,37,37,12,2994.991466800992,0,0,0,1,0,1.3,0,0,0,0,0
638,38,38,12,2995.0576168869584,0,0,0,1,0,1.3,0,0,0,0,0
639,39,39,12,2994.9001844432855,0,0,0,1,0,1.3,0,0,0,0,0
640,40,40,12,2994.922878539567,0,0,0,0,0,1.3,0,0,0,0,0
641,41,41,12,2995.0457909369134,0,0,0,0,0,0.5,0,0,0,0,0
642,42,42,12,2994.91820628981,0,0,0,1,0,0.5,0,0,0,0,0
643,43,43,12,2994.8521894254714,0,0,0,1,0,0.5,0,0,0,0,0
644,44,44,12,2995.1174141648835,0,0,0,1,0,0.5,0,0,0,0,0
645,45,45,12,2995.0781869048274,0,0,0,1,0,0.5,0,0,0,0,0
646,46,46,12,2994.9182651094075,0,0,0,1,0,1.3,0,0,0,0,0
647,47,47,12,2995.0287504865555,0,0,0,1,0,1.3,0,0,0,0,0
648,48,48,12,2995.0075491764414,0,0,0,1,0,1.3,0,0,0,0,0
649,49,49,12,2994.728073769237,0,0,0,1,0,1.3,0,0,0,0,0
650,0,0,13,2994.9328808080145,0,0,0,1,0,1.593781,0,0,0,0,0
651,1,1,13,2995.140911967331,0,0,0,1,0,1.575593,0,0,0,0,0
652,2,2,13,2994.813742877162,0,0,0,1,0,1.161458,0,0,0,0,0
653,3,3,13,2995.0625769856924,0,0,0,1,0,1.47174,0,0,0,0,0
654,4,4,13,2995.279705004623,0,0,0,1,0,0.8,0,0,0,0,0
655,5,5,13,2995.138516942871,0,0,0,1,0,0.8,0,0,0,0,0
656,6,6,13,2995.093799427382,0,0,0,1,0,0.8,0,0,0,0,0
657,7,7,13,2995.2065242120857,0,0,0,1,0,0.8,0,0,0,0,0
658,8,8,13,2994.990233799458,0,0,0,1,0,0.8,0,0,0,0,0
659,9,9,13,2994.985520683961,0,0,0,1,0,0.8,0,0,0,0,0
660,10,10,13,2995.298134504933,0,0,0,0,0,0.5,0,0,0,0,0
661,11,11,13,2995.0639936695925,0,0,0,0,0,0.5,0,0,0,0,0
662,12,12,13,2995.0782622752886,0,0,0,0,0,0.5,0,0,0,0,0
663,13,13,13,2995.1097210472917,0,0,0,0,0,0.5,0,0,0,0,0
664,14,14,13,2994.9469297370983,0,0,0,0,0,0.5,0,0,0,0,0
665,15,15,13,2994.7070914633923,0,0,0,0,0,0.5,0,0,0,0,0
666,16,16,13,2994.6773365812783,0,0,0,0,0,0.5,0,0,0,0,0
667,17,17,13,2994.783299934752,0,0,0,0,0,0.5,0,0,0,0,0
668,18,18,13,2994.765409058366,0,0,0,0,0,0.5,0,0,0,0,0
669,19,19,13,2994.6928018526414,0,0,0,0,0,0.5,0,0,0,0,0
670,20,20,13,2994.873939604076,0,0,0,1,0,0.5,0,0,0,0,0
671,21,21,13,2995.174056436312,0,0,0,1,0,1.1,0,0,0,0,0
672,22,22,13,2995.0943976393223,0,0,0,1,0,1.1,0,0,0,0,0
673,23,23,13,2995.039292136934,0,0,0,1,0,1.1,0,0,0,0,0
674,24,24,13,2995.2166117061947,0,0,0,1,0,1.1,0,0,0,0,0
